ORGANISM_CODE,ORGANISM_NAME,ORGANISM_TYPE,ORGANISM_TYPE_DESCRIPTION,IS_COMMON,EXTRACTION_DATE,DATA_SOURCE
SIX,Selenomonas infelix,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SJA,Schistosoma japonicum,w,Other,No,2025-05-26,WHONET Organisms.txt
SJV,Salmonella Javiana,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SKA,Salmonella Kaapstad,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SKD,Salmonella Kedougou,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SKE,Salmonella Kentucky,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SKL,Staphylococcus kloosii,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SKO,Salmonella Kottbus,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SKR,Salmonella Krefeld,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SLA,Salmonella Anatum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SLC,Staphylococcus coagulans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SLC,Staphylococcus schleiferi ss. coagulans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SLE,Staphylococcus lentus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SLE,Staphylococcus sciuri ss. lentus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SLI,Salmonella Litchfield,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SLO,Salmonella London,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SLP,Spirocerca lupi,w,Other,No,2025-05-26,WHONET Organisms.txt
SLQ,Serratia liquefaciens,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SLS,Selenomonas sputigena,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SLT,Cryptococcus lactativorus,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SLT,Sporopachydermia lactativora,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SLU,Staphylococcus lugdunensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SLV,Salmonella Livingstone,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SLX,Salmonella Lexington,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SLY,Streptococcus alactolyticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMA,Serratia marcescens,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
SMB,Salmonella Mbandaka,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SMC,Streptococcus macacae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMD,Spirometra mansonoides,w,Other,No,2025-05-26,WHONET Organisms.txt
SME,Schistosoma mekongi,w,Other,No,2025-05-26,WHONET Organisms.txt
SMF,Streptobacillus moniliformis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SMG,Rothia mucilaginosa,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMG,Stomatococcus mucilaginosus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMH,Salmonella Manhattan,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SMI,Streptococcus milleri,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SML,Sphingobacterium multivorum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SML,Flavobacterium multivorum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SML,CDC IIk-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SMN,Salmonella Muenchen,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SMO,Salmonella Montevideo,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SMP,Saccharomonospora sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMR,Salmonella Muenster,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SMS,Staphylococcus muscae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMT,Streptococcus mitis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMU,Streptococcus mutans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SMY,Saccharomyces sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SN1,"Shigella dysenteriae, not Type 1",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SNA,Salmonella Narashino,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SNB,Staphylococcus hominis ss. novobiosepticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SND,"Shigella, non-dysenteriae",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SNE,Salmonella Newport,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SNO,"Salmonella sp., nontypable",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SNT,"Salmonella sp., non-Typhi",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SNV,"Streptococcus, nutritionally variant",+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SNX,Selenomonas noxia,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SO1,Serratia odorifera 1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SO2,Serratia odorifera 2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SOB,Solobacterium sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SOD,Serratia odorifera,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SOH,Salmonella Ohio,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SOI,Salmonella Orion,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SOL,Streptococcus oralis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SOM,Solobacterium moorei,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SOR,Salmonella Oranienburg,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SOU,Salmonella Ouakam,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPA,Sphingomonas paucimobilis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPA,Pseudomonas paucimobilis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPA,CDC IIk-1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPB,Sphingobacterium sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPC,Serratia proteamaculans ss. proteamaculans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPC,Serratia proteamaculans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPD,Sepedonium sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SPE,Sporobolomyces sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SPF,CDC Ib-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPF,CDC Ib-1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPF,Pseudomonas putrefaciens,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPF,Shewanella putrefaciens,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPG,Streptomyces paraguayensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SPH,Sphingomonas sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPI,Spirometra sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
SPL,Serratia plymuthica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPM,Salmonella Panama,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPN,Streptococcus pneumoniae,+,Gram-positive,Yes,2025-05-26,WHONET Organisms.txt
SPO,Salmonella Poona,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SPP,Streptococcus pleomorphus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SPR,Spirillum sp.,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
SPS,Staphylococcus piscifermentans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SPT,Sporotrichum sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SPU,Streptococcus pasteurianus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SPU,Streptococcus gallolyticus ss. pasteurianus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SPV,Staphylococcus vitulinus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SPV,Staphylococcus pulvereri,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SPX,Sporothrix sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SPY,Streptococcus pyogenes,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SQM,Streptococcus dysgalactiae ss. equisimilis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SQM,Streptococcus equisimilis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SQN,Streptococcus equinus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SQU,Streptococcus equi,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SQU,Streptococcus equi ss. equi,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SQV,Serratia quinivorans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SQV,Serratia proteamaculans ss. quinovora,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SRC,Streptococcus cristatus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SRC,Streptococcus crista,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SRE,Salmonella Reading,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SRG,Staphylococcus argenteus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SRH,Streptococcus phocae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SRI,Salmonella Rissen,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SRM,Spirillum minor,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
SRM,Spirillum minus,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
SRO,Salmonella sp. (rough),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SRP,Sarcoptes sp.,i,Unknown,No,2025-05-26,WHONET Organisms.txt
SRT,Streptococcus ratti,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SRU,Serratia rubidaea,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SRV,SARS coronavirus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
SS1,Streptococcus sanguis I,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SS1,Streptococcus sanguinis I,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SS2,Streptococcus sanguinis II,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SS2,Streptococcus sanguis II,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SS3,Streptococcus sanguinis III,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SS3,Streptococcus sanguis III,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSA,Streptococcus salivarius,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSB,Staphylococcus saprophyticus ss. bovis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSC,Sporobolomyces salmonicolor,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SSD,Salmonella Sandiego,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSE,Salmonella Senftenberg,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSF,Staphylococcus schleiferi ss. schleiferi,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSI,Staphylococcus simulans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSK,Sporothrix schenckii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SSL,Salmonella enterica ss. salamae (Subgroup II),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSL,Salmonella subgroup 2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSM,Streptomyces somaliensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSN,Streptococcus sanguis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSN,Streptococcus sanguinis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSO,Streptococcus sobrinus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSR,Staphylococcus sciuri ss. sciuri,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSR,Staphylococcus sciuri,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SSS,Sarcoptes scabiei,i,Unknown,No,2025-05-26,WHONET Organisms.txt
SST,Strongyloides stercoralis,w,Other,No,2025-05-26,WHONET Organisms.txt
SSU,Sarcocystis suihominis,w,Other,No,2025-05-26,WHONET Organisms.txt
SSV,Flavobacterium spiritivorum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSV,Sphingobacterium spiritivorum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSV,Flavobacterium yabuuchiae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSV,CDC IIk-3,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSW,Salmonella Schwarzengrund,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SSY,Salmonella Stanley,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
STA,Staphylococcus sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STB,Streptobacillus sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
STC,Staphylococcus cohnii ss. cohnii,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STC,Staphylococcus cohnii,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STD,Streptococcus iniae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STE,Stenotrophomonas sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
STG,Strongyloides sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
STH,Streptococcus thoraltensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STI,Streptococcus porcinus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STL,Stemphylium sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
STN,Stenella sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
STO,Stomatococcus sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STP,Streptomyces sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STR,Streptococcus sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STS,Salmonella Typhisuis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
STT,Staphylococcus pasteuri,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
STU,Stenella araguata,f,Fungus,No,2025-05-26,WHONET Organisms.txt
STW,Ochroconis tshawytschae,f,Fungus,No,2025-05-26,WHONET Organisms.txt
STW,Scolecobasidium tshawytschae,f,Fungus,No,2025-05-26,WHONET Organisms.txt
STY,"Salmonella sp., typhoidal",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SUA,Succinimonas amylolytica,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SUB,Streptococcus uberis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SUC,Succinivibrio sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SUI,Streptococcus suis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SUL,Staphylococcus cohnii ss. urealyticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SUM,Succinimonas sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SUN,"Salmonella sp., unnamed",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SUR,Staphylococcus capitis ss. ureolyticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SUR,Staphylococcus capitis urealyticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SUT,Suttonella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SVC,Salmonella Typhimurium var. Copenhagen,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SVD,Saccharomonospora viridis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SVE,Streptococcus vestibularis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SVG,Salmonella Virginia,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SVI,"Streptococcus viridans, alpha-hem.",+,Gram-positive,Yes,2025-05-26,WHONET Organisms.txt
SVN,Sarcina ventriculi,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SVO,Spirillum volutans,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
SVR,Salmonella Virchow,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SWA,Staphylococcus warneri,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SWD,Salmonella Wandsworth,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SWE,Salmonella Weltevreden,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SWL,Shewanella algae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
SWO,Salmonella Worthington,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SWY,Salmonella Weybridge,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
SXA,"Streptococcus, beta-haemolytic (not Group A)",+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SXY,Staphylococcus xylosus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SYC,Spilopsyllus cuniculi,i,Unknown,No,2025-05-26,WHONET Organisms.txt
SYD,Sporopachydermia sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SYN,Syncephalastrum sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
SZO,Streptococcus equi ss. zooepidemicus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
SZO,Streptococcus zooepidemicus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TAE,Taenia sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TAJ,Trichophyton ajelloi,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TAL,Tatlockia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TAS,Trichosporon asahii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TAT,Tatumella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TAY,Taylorella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TBE,Geotrichum beigelii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TBE,Trichosporon beigelii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TBN,Trueperella bernardiae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TBN,Arcanobacterium bernardiae,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TBR,Trypanosoma brucei ss. gambiense,w,Other,No,2025-05-26,WHONET Organisms.txt
TBV,Tick-borne encephalitis virus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
TCA,Candida famata,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TCA,Torulopsis candida,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TCA,Debaryomyces hansenii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TCN,Streptococcus canis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TCO,Trichophyton concentricum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TCR,Trypanosoma cruzi,w,Other,No,2025-05-26,WHONET Organisms.txt
TCT,Treponema carateum,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TDE,Treponema denticola,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TEN,Treponema pallidum ss. endemicum,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TEQ,Trichophyton equinum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TFO,Tritrichomonas foetus,w,Other,No,2025-05-26,WHONET Organisms.txt
TFO,Tritrichomonas suis,w,Other,No,2025-05-26,WHONET Organisms.txt
TGA,Trichomonas gallinae,w,Other,No,2025-05-26,WHONET Organisms.txt
TGO,Toxoplasma gondii,w,Other,No,2025-05-26,WHONET Organisms.txt
TGU,Trabulsiella guamensis (CDC Enteric Group 90),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TGU,CDC Enteric Group 90,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
THA,Candida haemulonis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
THA,Torulopsis haemulonii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
THA,Candida haemulonii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
THE,Thelazia sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
THI,Theileria sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
THM,Salmonella Thompson,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
THO,Trichomonas hominis,w,Other,No,2025-05-26,WHONET Organisms.txt
THS,Candida pseudohaemulonii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
THX,Candida haemulonii complex,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TIA,Theileria annulata,w,Other,No,2025-05-26,WHONET Organisms.txt
TIE,Theileria separata,w,Other,No,2025-05-26,WHONET Organisms.txt
TIL,Theileria lestoquardi,w,Other,No,2025-05-26,WHONET Organisms.txt
TIN,Torulopsis inconspicua,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TIN,Candida inconspicua,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TIO,Theileria ovis,w,Other,No,2025-05-26,WHONET Organisms.txt
TIP,Theileria parva,w,Other,No,2025-05-26,WHONET Organisms.txt
TIR,Theileria orientalis,w,Other,No,2025-05-26,WHONET Organisms.txt
TIS,Tissierella sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
TMD,Trematode,w,Other,No,2025-05-26,WHONET Organisms.txt
TME,Trichophyton mentagrophytes,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TMG,Trichophyton megninii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TMS,Trichomonascus sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TMU,Trichosporon mucoides,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TMU,Cutaneotrichosporon mucoides,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TNB,Tenacibaculum sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TNM,Tenacibaculum maritimum,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TNS,Salmonella Tennessee,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TOP,Toxoplasma sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TOR,Torulopsis sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TOT,Turicella otitidis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TOX,Toxocara sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TPA,Treponema pallidum ss. pallidum,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TPH,Treponema phagedensis,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TPI,Torulopsis pintolopesii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TPI,Arxiozyma telluris,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TPI,Kazachstania telluris,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TPM,Tsukamurella paurometabola,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TPP,Treponema pallidum ss. pertenue,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TPR,Tissierella praeacuta,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
TPT,CDC EF-9,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TPT,Tatumella ptyseos,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TPU,Trichosporon pullulans,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TPU,Tausonia pullulans,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TRA,Trypanosoma rangeli,w,Other,No,2025-05-26,WHONET Organisms.txt
TRB,Trabulsiella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
TRC,Trichuris sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TRD,Trichoderma sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TRE,Treponema sp.,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TRF,Treponema refringens,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
TRG,Trypanosoma congolense,w,Other,No,2025-05-26,WHONET Organisms.txt
TRH,Trypanosoma brucei ss. rhodesiense,w,Other,No,2025-05-26,WHONET Organisms.txt
TRI,Trichosporon sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TRL,Trueperella sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TRM,Trichomonas sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TRN,Trichinella sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TRO,Tricothecium roseum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TRP,Trypanosoma sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TRR,Trypanosoma brucei ss. brucei,w,Other,No,2025-05-26,WHONET Organisms.txt
TRS,Trichostrongylus sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TRT,Tricothecium sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TRU,Trichophyton rubrum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TRV,Trypanosoma vivax,w,Other,No,2025-05-26,WHONET Organisms.txt
TRY,Trichophyton sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TSA,Taenia saginata,w,Other,No,2025-05-26,WHONET Organisms.txt
TSC,Trichophyton schoenleinii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TSK,Tsukamurella sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
TSO,Taenia solium,w,Other,No,2025-05-26,WHONET Organisms.txt
TSP,Trichinella spiralis,w,Other,No,2025-05-26,WHONET Organisms.txt
TSU,Trichophyton soudanense,f,Fungus,No,2025-05-26,WHONET Organisms.txt
TTC,Tritrichomonas sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
TTE,Trichophyton terrestre,f,Fungus,No,2025-05-26,WHONET Organisms.txt
